med_event_ID,conflict_country,conflict_counry_ID,conflict_id,med_location - MULTISELECT,med_loc_cty,med_loc_x,med_loc_y,Day,Month,Year,third_party,third_party_id_GLOPAD,third_party_id,third_party_id_PAX,num_med,med_scope,ind_named_id,individual_med_named,groupings_mechanisms,local_parties,local_party_id,local_indiv_group,num_local,if_loc_belig,agmt,agmt_name,agmt_id_PAX,Summary,source_urls,shuttle,med_type
SUD201804-3,Sudan,625,,Berlin,DEU,13.405,52.52,16,4,2018,Germany; United Kingdom; United States; Norway; EU; UNAMID,CON_2;CON_19;CON_3;CON_81;IGO_5;IGO_950,CON_2;CON_19;CON_3;CON_81;IGO_5;IGO_950,255;200;2;385;;,6,H,indnam233,Jeremiah Mambolo,Berlin Process for Darfur; Troika,Sudan; JEM: Justice and Equality Movement; SLM/A-Minnawi: Sudan Liberation Movement/Army ; Sudan Call; Rebels (Generic),112;ACLED;265; NL;GLO-PAD,,2+,1,1,Pre-negotiation agreement,,"The Sudanese government and two key armed Darfuri movements, the Justice and Equality Movement (JEM) and the Sudan Liberation Movement led by Minni Minawi (SLM-MM), convened in Berlin to discuss a pre-negotiation agreement. This agreement aims to set the stage for a ceasefire and subsequent discussions on peace and political issues.The meeting, facilitated by the German special envoy for peace, was part of ongoing efforts to address the deadlock in peace talks, which had stalled since May 2017. Dr. Jibril Ibrahim, head of the JEM, emphasized that this meeting was crucial for progressing the peace process.The German government, in its efforts to revive the peace negotiations, had previously invited the parties for informal consultations. These talks had failed to yield results due to disagreements over the 2011 Doha Document for Peace in Darfur, which the Sudanese government insisted upon as the basis for negotiations, while the rebel movements rejected it. The Berlin meeting was attended by representatives from the Troika countries (UK, US, and Norway), France, the European Union, and the head of the African Union-United Nations Mission in Darfur (UNAMID)..... ""Also the Sudanese armed movements that have been meeting with the delegation of the Government of Sudan in Berlin, Germany, expressed hope for a positive outcome of their informal consultations this week.The consultations about the continuation of the peace process between the parties started in the German capital on Monday. On behalf of Khartoum, Presidential Aide Dr Feisal Hasan has been discussing the prospects of the peace talks with the Sudan Liberation Movement (SLM-MM) and the Justice and Equality Movement (JEM), led by Minni Minawi and Jibril Ibrahim respectively.Yesterday, the two movements said in a joint statement that they hoped that the government delegation came to Berlin with a true will and political resolve to overcome the obstacles that hinder the convening of genuine talks about peace in Darfur, South Kordofan and Blue Nile. The German government has invited the parties for informal consultations.""UNAMID Updates — Jeremiah Mamabolo, the Head of UNAMID, reported that the security situation in Darfur remains generally calm, with only sporadic clashes in some areas. UNAMID is currently reconfiguring its forces, including establishing a new Temporary Operating Base at Golo in Jebel Marra. While the reconfiguration has involved withdrawing from some areas, Mamabolo noted no adverse impacts so far. He expressed cautious optimism about the peace process, citing a desire for continued engagement from the parties and ongoing efforts to bridge differences for a pre-negotiation framework.Additional Context — The Sudanese government and the Darfuri armed groups' meeting in Berlin represented a significant step towards addressing long-standing conflicts and moving towards a comprehensive peace agreement. The Berlin discussions aimed to address the issues that had previously hindered negotiations and to set a framework for further dialogue.",https://www.dabangasudan.org/en/all-news/article/darfur-rebels-khartoum-to-discuss-pre-negotiation-deal-in-Germany;https://reliefweb.int/report/sudan/darfur-rebels-khartoum-discuss-pre-negotiation-deal-Germany;https://news.un.org/en/story/2018/05/1009402;https://reliefweb.int/report/sudan/amid-stable-security-situation-darfur-united-nations-african-union-support-should-shift;https://reliefweb.int/report/sudan/sudan-s-pcp-optimistic-over-peace-prospects-darfur;https://www.dabangasudan.org/en/all-news/article/sudan-rebels-govt-hopeful-at-berlin-meeting,0,M
SUD201804-4,Sudan,625,,Khartoum,SDN,32.5,15.6,24,4,2018,United Kingdom,CON_19,CON_19,200,1,P,,,,Sudan,112,,1,1,0,,,"The fifth meeting of the biannual Sudan-UK Strategic Dialogue was hosted by the Government of the Republic of Sudan in Khartoum on 24th April 2018, co-chaired by Ambassador Abdelghani Elnaim Awadelkarim, Undersecretary of the Ministry of Foreign Affairs of the Republic of Sudan, and Neil Wigan, Director for Africa at the Foreign and Commonwealth Office of the United Kingdom, accompanied by delegations from both countries...On the peace process, both sides discussed the continuing reconfiguration of the UN-AU Hybrid Mission in Darfur (UNAMID) and agreed to continue to exchange views on the renewal of its mandate. Both parties welcomed the continued unilateral cessations of hostilities, and moves to open a UNAMID teamsite at Golo in Jebel Marra. They agreed to continue engaging constructively towards a negotiated political agreement to end the conflicts in Darfur and the Two Areas, including through the AU High Level Implementation Panel (AUHIP).",https://www.wired-gov.net/wg/news.nsf/articles/UKSudan+Stratiegic+Dialouge+April+2018++Communique+01052018152556,0,MR
SUD201805-1,Sudan,625,,Khartoum,SDN,32.5,15.6,5,5,2018,African Union,IGO_87,IGO_87,,1,H,indnam197,Hope Tumukunde,UNAMID,Sudan,112,,1,1,0,,,"Khartoum, May 09, 2018: The Peace and Security Council (PSC) of the AU has concluded its four (4) dayfield mission to Khartoum and Darfur, Sudan, which took place from 5 to 9 May 2018.Under the leadership of Ambassador Hope Tumukunde, Permanent Representative of Rwanda and Chairperson of the PSC for the month of May 2018, the PSC visited Khartoum and Darfur to express its solidarity and reaffirm its support to the people and leadership of Sudan, particularly those in Darfur and to assess the current security trends in the UNAMID area of operation given the fact that there is an ongoing review of the mission aimed ensuring a smooth and seamless draw down of the Mission.During its visit, the PSC delegation held several consultations with various interlocutors including, the Minister of Defence, the Acting Minister of Foreign Affairs, the Undersecretary of the Ministry of Foreign Affairs, the Acting Governor of Northern Darfur, the Commissioner General of the DDR, The Commissioner of Humanitarian Aid Commission (HAC), the Darfur follow-Up Office, the African Diplomatic Corps in Khartoum, the UNAMID Joint Special Representative and as well as the UNAMID Team.",https://reliefweb.int/report/sudan/press-release-african-union-peace-and-security-council-conclusion-its-field-mission,0,MR
SUD201805-2,Sudan,625,,Darfur,,,,5,5,2018,African Union,IGO_87,IGO_87,,1,H,indnam197,Hope Tumukunde,UNAMID,Sudan,112,,1,1,0,,,"Khartoum, May 09, 2018: The Peace and Security Council (PSC) of the AU has concluded its four (4) dayfield mission to Khartoum and Darfur, Sudan, which took place from 5 to 9 May 2018.Under the leadership of Ambassador Hope Tumukunde, Permanent Representative of Rwanda and Chairperson of the PSC for the month of May 2018, the PSC visited Khartoum and Darfur to express its solidarity and reaffirm its support to the people and leadership of Sudan, particularly those in Darfur and to assess the current security trends in the UNAMID area of operation given the fact that there is an ongoing review of the mission aimed ensuring a smooth and seamless draw down of the Mission.During its visit, the PSC delegation held several consultations with various interlocutors including, the Minister of Defence, the Acting Minister of Foreign Affairs, the Undersecretary of the Ministry of Foreign Affairs, the Acting Governor of Northern Darfur, the Commissioner General of the DDR, The Commissioner of Humanitarian Aid Commission (HAC), the Darfur follow-Up Office, the African Diplomatic Corps in Khartoum, the UNAMID Joint Special Representative and as well as the UNAMID Team.",https://reliefweb.int/report/sudan/press-release-african-union-peace-and-security-council-conclusion-its-field-mission,0,MR
YEM201805-1,Yemen,678,,United Arab Emirates,ARE,54,24,14,5,2018,Saudi Arabia,CON_419,CON_419,670,1,H,indnam440,Salman Bin Abdul Aziz,,Yemen (2012-2022) Hadi; United Arab Emirates,ACLED;128,,2+,1,1,Socotra Dispute Resolution,,Saudi Arabia mediates discussions between Hadi and UAE following Emirati seizure of Socotra… . UAE’s late April deployment of troops and armoured vehicles to Socotra island in Gulf of Aden without consulting Hadi govt sparked spat between nominal allies; Hadi govt accused UAE of occupying territory. Saudi delegation 4 May travelled to island to mediate dispute. Yemeni PM Bin Daghr 14 May said dispute resolved.,https://www.alaraby.co.uk/english/news/2018/6/12/yemen-president-visits-uae-for-first-time-since-dispute;https://www.crisisgroup.org/crisiswatch/database?location%5B0%5D=90&crisis_state=&created=custom&from_month=1&from_year=2018&to_month=1&to_year=2019&page=0,0,M
SUD201805-3,Sudan,625,,Addis Ababa,ETH,38.74,9.03,16,5,2018,African Union,IGO_87,IGO_87,,1,E,,,GERD,Sudan; Ethiopia; Egypt,112;97;117,,2+,1,0,,,"Ministry of Foreign Affairs spokesperson Ahmed Abu Zeid announced the success of the mediation meeting regarding the Grand Ethiopian Renaissance Dam (GERD) negotiations in Adis Ababa.Abu Zeid tweeted on Wednesday morning saying, “Mediation meeting regarding the Renaissance Dam ended successfully in Adis Ababa. Waiting for the ministers’ signatures on the meeting’s output document.” The document itself was later published by Al-Youm7 with the minister’s signatures on them.The document stated several points that the ministers agreed on: firstly, regular tripartite meetings will be conducted between the three ministers of the countries. Secondly, a tripartite fund would be established named the “Tripartite Infrastructure Fund”. The ministers will choose high state officials to work out the exact details of the fund. Egypt will be hosting a high official’s meeting in Cairo between July 3 and 4 to discuss the exact steps towards establishing the fund.",http://www.egyptindependent.com/ministry-of-foreign-affairs-announces-success-of-grand-ethiopian-renaissance-dam-talks/,0,M
SUD201805-4,Sudan,625,,Khartoum,SDN,32.5,15.6,22,5,2018,EU,IGO_5,IGO_5,,1,P,,,,NCF: National Consensus Forces,NL,,1,,0,,,"Representatives of the National Consensus Forces (NCF) met with a ambassadors and deputies of the European Union in Khartoum on Tuesday. The NCF had invited delegates to talk about EU statements to improve the situation in Sudan.Siddig Yousef, a leader of the NCF (a coalition of opposition parties) told Radio Dabanga that the meeting was made at their request, following statements by the head of the European Union mission to improve the situation in the country.Yousef: “We stressed that the line of the NCF is to overthrow the regime and refrain from having any dialogue with it, in any form. We also reject the drafting of any constitution in the presence of the regime. A constitution should be agreed upon in the presence of a transitional authority.”",https://www.dabangasudan.org/en/all-news/article/sudan-s-national-concensus-forces-meet-eu-ambassadors,0,MR
YEM201806-1,Yemen,678,,Sanaa,YEM,44.2064,15.3483,5,6,2018,OSESG-Yemen,IGO_990,IGO_990,,1,P,indnam312,Martin Griffiths,UN Process,General People's Congress,ACLED,,1,1,0,,,Griffiths meets Ansar Allah and GPC to discuss peace process.,https://reliefweb.int/report/yemen/un-envoy-yemen-leaves-sanaa-determined-advance-peace-process-enar,1,M
YEM201806-2,Yemen,678,,Sanaa,YEM,44.2064,15.3483,5,6,2018,OSESG-Yemen,IGO_990,IGO_990,,1,P,indnam312,Martin Griffiths,UN Process,Ansar Allah,NL,,1,1,0,,,Griffiths meets Ansar Allah and GPC to discuss peace process.,https://reliefweb.int/report/yemen/un-envoy-yemen-leaves-sanaa-determined-advance-peace-process-enar,1,M
YEM201806-3,Yemen,678,,United Arab Emirates,ARE,54,24,9,6,2018,OSESG-Yemen; UAE,IGO_990;CON_591,IGO_990;CON_591,;696,2,P,indnam312,Martin Griffiths,UN Process,,,,0,1,0,,,"This weekend he was in the UAE, which has been leading the Red Sea offensive. Media reports suggest that Griffiths travelled there to discuss with UAE authorities a possible agreement he had secured with the Houthis to allow the UN to operate the port jointly with the rebel group. ",https://www.securitycouncilreport.org/whatsinblue/2018/06/yemen-consultations-1.php,0,MR
YEM201806-4,Yemen,678,,Sanaa,YEM,44.2064,15.3483,16,6,2018,OSESG-Yemen,IGO_990,IGO_990,,1,P,indnam312,Martin Griffiths,UN Process,Ansar Allah,NL,,1,1,0,,,"Griffiths holds crisis talks with Ansarallah amid Hodeida fighting… talks held in Sanaa…Abdul Malik Al-Houthi present as representative of Ansarallah. ; UN Special Envoy Martin Griffiths pushed Huthis to withdraw from Hodeida (SCR: The Special Envoy was in Sana’a last week discussing this strategy with the Houthis, along with ways to avert an attack on the city.// Griffiths travelled to Sana’a this weekend to continue discussions with the Houthis, apparently including the group’s leader Abdul-Malik al-Houthi, on his plan to avoid a major battle for Hodeidah. )",http://www.france24.com/en/20180617-clashes-flare-un-seeks-solution-yemens-hodeida;https://www.jagonews24.com/en/international/news/39817;https://www.crisisgroup.org/crisiswatch/database?location%5B%5D=90&crisis_state=&created=custom&from_month=6&from_year=2018&to_month=6&to_year=2018;https://www.securitycouncilreport.org/whatsinblue/2018/06/yemen-consultations-1.php;https://www.securitycouncilreport.org/whatsinblue/2018/06/yemen-consultations-2.php;https://www.jagonews24.com/en/international/news/39817,1,M
YEM201806-5,Yemen,678,,Aden,YEM,45.0333,12.8,27,6,2018,OSESG-Yemen,IGO_990,IGO_990,,1,P,indnam312,Martin Griffiths,UN Process,Yemen (2012-2022) Hadi,ACLED,,1,1,1,Aden Talks for Hodeidah: unilateral pause in attacks to allow further negotiation with Ansar Allah,,"Griffiths met President Hadi 27 June in Aden, who echoed coalition calls for Huthis to withdraw from both port and city ; SCR: Griffiths met with President Hadi in Aden on 27 June and with Houthi chief negotiator Mohammed Abdul-Salam in Muscat the following day. On 2 July, he travelled to Sana’a for further engagement with the Houthis. Gargash announced on 1 July via Twitter that the coalition had, as of 23 June, paused its assault on Hodeidah to give the Special Envoy time to negotiate the unconditional withdrawal of the Houthis from the city and were awaiting the results of his visit to Sana’a.",https://www.crisisgroup.org/crisiswatch/database?location%5B%5D=90&crisis_state=&created=custom&from_month=6&from_year=2018&to_month=6&to_year=2018;https://www.securitycouncilreport.org/whatsinblue/2018/06/yemen-consultations-2.php;https://www.business-standard.com/article/news-ians/un-envoy-in-yemen-s-aden-to-broker-ceasefire-118062700773_1.html;https://www.dawn.com/news/1416347/uae-says-it-wants-yemen-peace-deal-but-houthis-must-leave-port-city;http://www.gdnonline.com/Details/380525/UN-envoy-holds-fruitful-talks-with-Yemen-rebel-chief;https://www.crisisgroup.org/crisiswatch/database?location%5B0%5D=90&crisis_state=&created=custom&from_month=1&from_year=2018&to_month=1&to_year=2019&page=0,1,M
